,teks,label
711,data pasien no medrec sdgkn daftar ulang pakai no register field isi daftar ulang beda tablenya beda,0
712,derr ya wacana kaka bunda,0
713,folder sql sql rawatdaruatsql tinggal sesuain we coba k ente jalanken urg mh jalan ngan load view mh error database soalna lieur gabungken database na,0
714,kfc belok setiabudi pom bensin colok sih,0
715,diagnosa pasien irj diagnosa,0
716,nama helmkuuuu,0
717,nama kosan yaaaaa,0
718,kirim nya disatuin,0
719,nama selesei machine learningnya,0
720,nama nomor ayu sms kl kosan yah,0
721,nama kosan yah lapor,0
722,nama controller view nya,0
723,nama database view controller js dropdown kota,0
724,nama pakai flash animasi pakai movie maker,0
725,nama kosan gaaa numpang dooong,0
726,nama mana tolong ss bisns proses nya,0
727,nama pt inti,0
728,nama maapin buka line,0
729,nama pergi kosan,0
730,nama note nama dinamic emil kembaliin nama gmana,0
731,nama bikin makalah daftar isi langsung gmana,0
732,namagraha desila kamar ltaquakembalian,0
733,lantai ya ruang skripsi,0
734,angka,0
735,mana kang hehe,0
736,doa ya besok lancar cepat jam malam,0
737,ciateul kekalapa frown,0
738,duh gusti hujan moga riung bocor yah gais,0
739,e gila namakuuu luluuus,0
740,edan edan nama moga keluarga samawa,0
741,eh instances deh diload,0
742,eh kosan nama maksud temen nama september,0
743,eh tau bagus,0
744,eh iyaa gais kado kasih yaa nama makasihh maaf salah minggu samarinda,0
745,eh brati makan kali yamalem sma besok pagi,0
746,eh jam pas malam habis mgrib takut pulang wk,0
747,emang bayar nama,0
748,enakaa ajaaa antar cowok yaa dijmput nama,0
749,tau sep kosan cek malam lihat,0
750,teh brgkt line teteh,0
751,eta mah data dokter maksud urg teh si pasien teh meren pariksa ku dokter saha,0
752,nama lembar kamrin anto bab parafrase kalimat copy paste,0
753,nama jalan besok habis jumat ketemu kanto situs servis nya akses,0
754,food teh maksud beras kang,0
755,ulang nya wkwk,0
756,gaaais menit nasabah btpn wkwk,0
757,gaaais nama nama nih biar rapih,0
758,temen mah,0
759,gaes gaes drakor gaes besok yawww,0
760,gais brgkt mati hp,0
761,gais besok kke kantor ya nyerahin lapor tanda tangan paedi hard jilid lupa ya source lapor cd,0
762,gais chat tolong baca paham biar ulg,0
763,gais upi unisba pakai angkot pulang pergi,0
764,gais pergi kantor tanggal bawa form nilai daftar hadir form bimbing sekalulian foto,0
765,gais bapa balas sms bapa balas sms teh tia bilang kantor tia bilang kantor,0
766,gais lapor bimbing bimbing lapang,0
767,gais tanyain pla ap pla selesai nilai kampus surat,0
768,gadiabsen telat lebib menit da kaya,0
769,takut emang tau kwkw,0
770,sih percaya dosa tanggung hehe nilai mobprog selesai silah cek,0
771,gampang da tampil,0
772,gara gara batman ulang,0
773,tau nuy suruh tunggu cenah bom diinvite apapa mah,0
774,tau bapa nya keburu jumat poko suruh ngumpul,0
775,geng jam respon yah,0
776,nuy hadap beliau,0
777,tidak-apa-apa kali beda beda sep,0
778,guys motor pergi kampus temenin ambil foto laaah unbearable,0
779,guys gabawa beras yaaa habis pasar beli berat banget bawa beras mohon lebih hehe,0
780,guys bandung studi foto gaaak,0
781,guys numpang promosi bis butuh jual macbook air layar inch ram gb ssd gb garansi sisa jual jarang pakai harga pm,0
782,guys ganti template nya,0
783,guys groupwherenya pakai github ya,0
784,habis pakai groupwhere biar cecer filenya,0
785,haha ayook bully adi ndut,0
786,hai akangteteh tau calon pimpin kemakom periode yuk simak visimisi,0
787,harga kisar rb nama,0
788,kamis masuk,0
789,hayu da gais kudu disurvey bis something wkwk,0
790,selamat ulang nama cepat sidang cepat wisuda yaaa aamiiiin,0
791,hehe sep ku jebol pakai solder jelek,0
792,hmm sebenernya eksekusi jquery kontrol sep coba cek jquery dicotroller klik button controller nyetak pdf,0
793,hmmm tiket batam duit gila,0
794,hubung wktnya,0
795,ibu bobok ttg daging daging presto,0
796,informasi gempa mag sr jun wib lok ls bt tenggara kepmentawaisumbar kedlmn bmkg,0
797,hujan malam ruang kamar kaya nyalain nunggu kering nyala moga ujannya renti,0
798,gorengin,0
799,beneran ngumpul nang jamaah,0
800,insyaaallah ikhlas mel asa bahas grup responnya,0
801,isi saldo nya grapari indomaret ato tf bca,0
802,pakai data dummy gampang mh,0
803,nama ap nur tokopedi bukalapak lumayan laa lengkap walopun kau jenis,0
804,teh sebenernya sakit sma orang nuy temu orang mah beda,0
805,tugas pentaho langsung presentasi pentaho nya,0
806,iya jam dinding rumah awet hadiah nikah,0
807,iya nama lab jarkom pas copy sql sigindo tea,0
808,iya ih ko sedih sih gtau bandung,0
809,iya ih maksimal bulan wkwkwk pindah,0
810,iya kosong agus september,0
811,iya file terkahir data pasien,0
812,iya kar dikosan nih numpang ap,0
813,iya singapur pakai dolar tea gening wkwk,0
814,iya lihat mock up nya maksud,0
815,iya put alat masak makan mah usahain,0
816,iya teh selasa bapa rabu berangkat,0
817,iya ya ratarata programmer hirenya pakai csps,0
818,iya butuh data teh data rj rd,0
819,iya kamera kecuali kamera lia taro situ,0
820,iyaaa makan bumbu biar bawa rumah irit hehehe,0
821,iyaaaa ayyuuuukk biar reuni orang fir,0
822,iya malam mahal suka jalan,0
823,meet upnyaa nih tema tema,0
824,kita cari sibuk ya biar pikir cowok melulu,0
825,malas banget pla asa beres wkwk pa rawosi masalah,0
826,barang pilih nyesuain budget pilih atas,0
827,ambil bulan desember kamar dua saudara,0
828,sok uang kas,0
829,jajar kantin kesana pengkol pokok kang tulisanya da,0
830,jam wid berangkat jam,0
831,jam berangkat teh,0
832,jam brpnya besok kabarin ngumpul sore yaaaa,0
833,agendain suka wkwkwk,0
834,kang singgung,0
835,januari mah ambil x minggu masuk minggu januari,0
836,januari pokok sapa mana libur fix aamiin,0
837,jemput poskamling cilimus dee,0
838,kpnnnih kantor ambil form lapor lapor lampir,0
839,nih murid guru si guru uji hasil uji murid dibandingin guru bener outputnya skor hasil uji,0
840,lupa malam malam ada,0
841,jemari jabat batin rindu ikhlas maaf pesan jemari silaturahmi mohon maaf lahir batin,0
842,poin sd tanggal poin kategori red laku poin sd des,0
843,ka lihat kosannya uts take home ka,0
844,ayam kremes cabai hijau tehkalau bakar rica rica kasih rb deh pakai box air gelas,0
845,agus september jamin kosong,0
846,gamepro uasnya materi praktek,0
847,gagal urg pindah haluan deh,0
848,bikin modelcontroller mending y,0
849,pertable emang rapih lapor sih mad bingung pertable kdgkan pakai didr table tuh mad,0
850,kalem diantapani uji intan hher,0
851,kali bimbing ngomongin,0
852,daun pepaya mah bungkus daun pakai pepaya put,0
853,ngasihinnya habis ashar tidak-apa-apa,0
854,sih tabel nama mnyesuaikan butuh,0
855,daftar prasidang,0
856,aqila tau deh,0
857,grup c jarang baca haha suka tinggal kabar berita,0
858,raditya dika tuh pandang orang ttg cinta ubah alami patah hati hebat haha,0
859,kep ribu mending nih tinggal duduk manis unpad du,0
860,masak bawa bahan rumah biar irit wkwk,0
861,besok kampus senin nama kampus nya,0
862,nonton mahal yah week end,0
863,pacar cowonya sayang guys biar ngebatin,0
864,pakai daging rebus enak dijadiin sate,0
865,satpam bilang ketemu,0
866,progres besok jam an kesini,0
867,bandungg,0
868,sibuk ngapain sana,0
869,yah ngajakin,0
870,bapak ngomong ya bilang ramai sibuk kampus yaa,0
871,tau ngeditnya haha,0
872,qaqa ngomong gituch,0
873,kang nama tuh menang milyar hahaha kemakom prestasi,0
874,kantin fip nama pus bntar sholat,0
875,si surabaya besok hati kamis kantor,0
876,kartu sim hasil ganti terima kasih,0
877,kasih norek belah tau hak untk udunan wkwk bilang bts trfr niat,0
878,kantor siang,0
879,kayak lihat undang prodi,0
880,kumpul yu puasa,0
881,kolam renang gymnas gik,0
882,stay pdg mah tinggal cuss meet up nya,0
883,ko ya parah banget jam kerja ngeroko biar dapet inspirasi meren ya,0
884,optimis yah,0
885,koreksi salah bis lupa bagus sih cobacoba mubazir dibalikin csv ya pakai transformasi,0
886,pulsalimit cukup dptkan informasi putar kartu tri via aplikasi bimatri,0
887,ku ratus nih tabung nama tabung nama cabut manaada,0
888,kumpul lab basdat biar bareng,0
889,kumpul makan daging resto d,0
890,tau sep periksa controllernya instansiasi new tcpdf lupa,0
891,gera sma si kaka dianterin enak,0
892,lebay meni mama teh bilang,0
893,lingkung kerja asap rokok ya ngevape coba cowok banyak,0
894,load controller construct mad kemarin coba paksa fungsi,0
895,maaaaaaaaf lupaaa hp nyala dadi pagi pulang kosan maaf pisaaaan,0
896,maaf aktif paket flash nomor daftar,0
897,maaf bu jam ya ketemu buatau bgmana baik,0
898,maaf bu pesan bebek ayam ya,0
899,maaf kaprodi yah hehe,0
900,maaf kunci masuk salah informasi hubung telepon center,0
901,maaf pesan kirim sila coba terimakasih,0
902,maaf pulsa beli paket flash pilih silah isi ulang pulsa,0
903,maafin ya guys huhuhu,0
904,mah mel kosan dila habis kerja kelompok pegat hujan,0
905,tibatiba layar hitam diapain jatuh,0
906,terimakasih gais doa juang ya,0
907,terimakasih semuanyaaa mohon doa yaaa,0
908,malam jam nanggung banget maghrib haha,0
909,duduk pulang terkadang tau dblkg hdr wkwk,0
910,mandi selesei isya bobo,0
911,masak dikosan makan orek buat min,0
912,ikut gaaaa wkwkwkwk,0
913,salah sebenernya,0
914,sungai diil,0
915,mati services antivirus lain,0
916,kirim foto selempang makasihhh,0
917,gojek driver kaya bawa,0
918,nitip gerlong,0
919,dibawain kacamata jam,0
920,sunday slainya,0
921,baik bug ganti db enak nonton ditelfon,0
922,merica jeruk nipis ajaa,0
923,periksa nama id view sep,0
924,min informasi kosan bulan share ya,0
925,min mana ambil sertifikat kompas hihu,0
926,mal aidzin walfaidin mohon maaf lahir batin ya akang teteh,0
927,minggu lembang git hari ngubek bandung,0
928,email github nya,0
929,mohon maaf lahir batin ipa,0
930,mohon maaf malam konfirmasi remedial nilai remedial,0
931,ulang nya wkwk,0
932,mudah ya dil besok coba telkom doa yah tear,0
933,mul snack teteh kasih rafael ya,0
934,aa nya tau kl wajah nama beda pas gaya up,0
935,murah nuy angkot rebu nongkrong macet,0
936,kelapa ledeng turun ciateul terminal banget kalapa dayeuh kolot turun kantor banget,0
937,nama table table pasien irj ganti data pasien lupa,0
938,push ya kuota modem habis,0
939,siaraan diil,0
940,pulang wisuda langsung kesana awas telat telat pulang,0
941,sync github dekstop nya,0
942,ngajak wida tuh beliau habis seminar hihip,0
943,nikah proses put kadang atas kadang bawah enak enak wkwkwkwk,0
944,nomor otp telkomsel,0
945,kirim taut nya,0
946,numpang teduh wkwk tuju,0
947,numpang promo yah tau minat lihat instagram nya,0
948,nama nama transfer maacih nur,0
949,nama tes ngoding upi net pakai motor motor banget,0
950,nya sore we atuh gi pagi siang weekend nya,0
951,oh oke de isi deposit transfer mana,0
952,oh oke langsung kesana pasti buka jam bebek komar dt,0
953,oh pantesan tau langsung foto pusat put,0
954,oh berangkat kaya koneksi,0
955,oh yah haha bingung tinggal chat,0
956,oh lurah lain data pasien butuh oge,0
957,oiya ya nama ih begitusayang banget tabung,0
958,ok lihat hadir nilai,0
959,ok kabarin yah nomor m blokir paket data smsin asmul ya free wife,0
960,ok data dummy diagnosa pasien ya maaf terimakasih,0
961,okayyy siang jam an hehe kemanamana,0
962,oke deh emang ngumpul sih,0
963,oke nama beres bimbing kesana,0
964,oke gais reda hujan dtggu ya,0
965,oke dp,0
966,oke senin deh ya kantor sms bapa lapor nyusul lapor lampir revisi uji,0
967,oke bentar salat,0
968,okeee telor butuh segimana,0
969,okeyyy malam ya bahas aja bawa,0
970,oo dit,0
971,ooh iya controler ku model,0
972,ouhhh ya besok chat pergi kampus,0
973,ouhhh ngedeteksi dil output nya,0
974,aktif si tombol algoritma nya teh ngerti,0
975,pergi kampus jamber gais,0
976,kesana nama,0
977,pagi bu nama bebek komar bu pesan besok bumenu pesan ya budiantar yanuhun,0
978,nama titip pesan jumat pagi kumpul bapa tolong bareng bujuk nama kuliah,0
979,porsi ya,0
980,pesan nasi goreng spesial bungkus graha desilla kamar,0
981,nilai remed ambil nilai nya remed nya,0
982,pakai bingung,0
983,indeks nilai bb diturunin kemaren lihat nilai bb turun bb nilai pakai,0
984,mk nama kontrak data mining kode ik dwm penginputan nilai terimakasih,0
985,pakai kamera nama kamera nama handy cam prodi,0
986,paket sore dadak habis,0
987,ikhlas nyumbang mangga mangga,0
988,pas ngomong langsung diem ya nuy kikuk diomongin,0
989,pas sma kuliah orang tua x pulang kampung,0
990,paspor panjang bayar nya nuy,0
991,patah hati level quotes put,0
992,pakai internet capai batasfupkecepatan disesuaikanlebih eks dgninternetgaul bulan rupiah informasi,0
993,guna penuh pakai pulsa minimum aktif kartu panjang aktif,0
994,penuh nama si nama nyari penuh,0
995,pergi kelapa turun pasar bunga wastukencana caringinsadang serang jalan,0
996,minta proses paket internet nonaktif laku tariff dasar internet,0
997,siap dokumen draftnya ambil ruang slide presentasi tuk uji,0
998,usaha tau,0
999,pesan nama assalamualaikum wrwb indonesia android kejar bekerjasama depilkom ada latih android level intermediate slot orang syarat app android ngebuild android studio barang kali kelas minat nuhuno ya latih sabtu besok april sabtu temu tempat lab praktikum,0
1000,pesan mohon transfer rupiah bni account jun mohon periksa email informasi,0
1001,pilih hemat jt lulus oct nanggung,0
1002,pulang hormat paket mbak kena tarif non paketaktifkan paket flash,0
1003,poko push bilang usahain bis bareng push nya push pull,0
1004,pulang nya jam kecewa,0
1005,maaf kontak teh lulu nuhuun,0
1006,pusat situ bandung pasir koja cmn bangun bangun interview toko nya toko bangun,0
1007,nama gedung manunggal tridaya pucakti pusenkav teh wkwk,0
1008,nama hunting kosan bentar mana,0
1009,sidang depaaan mel jahaaat pisaaan,0
1010,registrasi gagal harap masuk tanggal format ddmmyyyy,0
1011,route nya mati akses project masingmasing tembak,0
1012,rumah gais pagar garasi pagar orang tutup rumput liar hehehehe,0
1013,baik cari pasang tuh pas kuliah sih enak tempat kerja,0
1014,salam jepret karet gelang hihip,0
1015,ingetin ya situs nya publish develop tuh situs nya nama jurus,0
1016,situs pakai dapet komisi tuh ciprat hehe da apa meren ciprat hapapa seengganya situs nya,0
1017,pakooh lapor ko bumiputera edit nomor nya post,0
1018,opsi nabung nilai kontrak semester nilai masuk semester,0
1019,tanda tangan nama duluan nyusul,0
1020,brsik cuti bati kantor har rabu,0
1021,seri pagi harap lihat teman sebab nilai pagi jeblok kemarin batas ruang pakai,0
1022,izin undur penting mangga japri terima kasih middle eastern wanita,0
1023,kota sd jumat senin tanggal pagi jam gabung gameprog,0
1024,maaf apaapa buat maaf lisan jaga maaf perilaku maaf salah sadar sadar,0
1025,simpul debat cupu ilmu nya pertanggungjawaban pasca teliti moal pegang sayang ortu kampus lulus cepat,0
1026,nunggu beliau pakbeliau ngobrol client,0
1027,scroll up down olshop nama,0
1028,sebenernya nama bulan tau kasih izin bayar jt,0
1029,segan baa ko wqwq hai gila kurus banget diii,0
1030,alur rawat inap lab radiologi obat ngolah,0
1031,libur malaysia wkwk,0
1032,cetak rundown dkrm email nama nuhun dtgu d prodi cepat menit,0
1033,ide gabung device hp sumber sensor deteksi longsor gempa kait trend iot internet of thing silah tarik,0
1034,selamat pagi data table butuh email email msk,0
1035,selamat siang reservasi bandros orang,0
1036,selamat sore besok kantor jam,0
1037,selamat sore teh nama nyari kosan bulan kosong teh sana terima kasih,0
1038,selamat tcash tap aktif sn tanggal informasi,0
1039,selamat ulang moga umur sehat,0
1040,selamat teman wisuda moga berkah ilmu lancar urus depan sukses,0
1041,selamat nama moga tempuh hidup bahagia senang,0
1042,selamat guys lulus bareng hibur,0
1043,selamat guys nikah bareng kebaperan naonaridyah,0
1044,selisih sesuai janji sbelumhya nilai batas cek hadir ya habis turun,0
1045,semangat gita putri adison esok moga baik aamiin,0
1046,semangat bunga titipin ya eh bunga makan wid,0
1047,semaumaunya orang jodoh segelehgelehnya nikah kalo jodoh,0
1048,moga allah,0
1049,moga cepat sembuh,0
1050,masuk database sindo real,0
1051,senin mah lepas brngktnya selasa egi senin berangktnya,0
1052,sep pull direpository git msk ya,0
1053,sepupu masuk kuliah,0
1054,setting ponsel kirim masuk pin terimakasih,0
1055,setting kirim ponsel ikut tunjuk selesai setting internet kirim fotmms,0
1056,silah berkas dambil ruang,0
1057,silah besok tidak-apa-apa nyusul lapor bapak ngehubungin,0
1058,silah tebak umur,0
1059,multiple choice essay weka masuk essay file kumpul,0
1060,ujug dtng nya bilang bimbing balas wa ya biar estimasi,0
1061,bapa lihat database,0
1062,fitutnya lengkap,0
1063,,0
1064,sok bebas besok hayu jumat oke,0
1065,struktur data pla skripsi sidang,0
1066,subuh habis maghrib teh ahaha,0
1067,email cantum direct taut email file google drive download,0
1068,sundae min sirup kiwi pakai cochochips,0
1069,cepat tolong posisi duduk atur jarak kolom kosong selang selling,0
1070,temu beliau pa beliau uji bisanga besok pa,0
1071,daging kurban mentah,0
1072,kuliah sp kuliah praktikum,0
1073,masukin data pasien,0
1074,taqoballahu minna waminkum selamatmenyambutkemenangan,0
1075,teh ketemu,0
1076,teh maaf teteh sibuk tidak-apa-apa bayar besok pas kirim,0
1077,temen ya undang grup,0
1078,terima kasih konfirmasi order proses,0
1079,terimakasih isi ulang sn nila,0
1080,terimakasih daftar langgan tcash,0
1081,terimakasih paket mbak aktif cek bonus katalog poin lengkap tselmetelkomselpoin sk laku,0
1082,lepas laku nya ambil sisi guru nya tarik banget,0
1083,format beranta odp google sheet rapi besok subuh harap cek ya,0
1084,tersrrah pagi pa,0
1085,masuk suka pagi siang kadang siang sore sananha,0
1086,tes toefl balai weekend,0
1087,kali dil april juli okt,0
1088,nama pus nama yuk kesini tika tugu pus ya,0
1089,nama kelompok sistem ajar bahasa jepang ajaa,0
1090,nama kemaren kamera handycam msceis pakai kamera,0
1091,topup pulsa rupiah hasil via transfer atm bni kode trx pulsa rupiah terima kasih indosat ooredoo,0
1092,tarik sih usaha orang it nya,0
1093,lucu bayang pacar teh hahahaha,0
1094,tau teori sih da rasa rumit,0
1095,ya temen mah halang hdr hihi,0
1096,ya,0
1097,mmber mh murah dil,0
1098,travelokacom your eticket summary xpress xnpdgbdodzzzz total passengers,0
1099,tunggu lobi ya,0
1100,aa aa sih makan mah cewek lupa ih muka nginget wajah hahaha,0
1101,benerin sync backup filenya sync push file,0
1102,resin lampu depan mati kl salah,0
1103,bimbing,0
1104,teh bapa besok kantor balas jamber,0
1105,nama bilang kaka pas instal ulang gagal ngeformat c nya error data c nya format pas nyoba instal windows nya muncul error error code x rusak harddisk nya,0
1106,ayam bakar rica rica,0
1107,dwm klasifikasi algoritma dasar random forest akurasi model data test data kemarin uas prediksi akurasi mhs akurasi nilai maksimal point akurasi tinggi oleh nama,0
1108,kontrak game prog dwm jadwal gemastik kompetisi besar prodi ilkomif peluang bidang,0
1109,urang mah kaya jumat jam an pa lala bentar,0
1110,usul anak sospol minat turun deh ajar ttg,0
1111,waaah keren kang,0
1112,waalaikumsalam jumat ya,0
1113,waalaikumsalamin bantu min,0
1114,iya dyhaha sabar banget anak teh we gtau ngomong,0
1115,mantapok ngomong ngomong ngecc perihal sponsor ya osnnya moga baik kemakom,0
1116,repot asumsi kadang ganti kelompok biasa dokumen nama klau print periksa offline bingung masuk nama satu,0
1117,malas sep hihi rapih,0
1118,wid pulang ketemu brgkt jam hehe,0
1119,wihh nyimper koper mana motor gigi,0
1120,wisuda jumat,0
1121,wkwk tumben kar kar warna,0
1122,wooh nikah lulus langsung diiket,0
1123,ya ampuun jendral wk,0
1124,ya masuk tugasquiz kejar materi lokasi aware app temu masuk sensor,0
1125,ya model diload dicontroler,0
1126,yah dikostan temen dil hihi,0
1127,yahh ya urgent wkwk,0
1128,luang besok futsal ya jam sampoerna s telat,0
1129,sinonim,0
1130,ya babakaran atuh pakai kompor ribet nyalain arengnya,0
1131,ya mah eta harddisk laptop keluar dijadiin harddisk external cari temen case nya data copyin laptop,0
1132,ya data dummy diagnosa pasien,0
1133,butuh kosan bulan langsung ditempatin lokasi gang samping gokana setiabudi khusus cewek jam bebas bersih fasilitas kasur lemari kunci pegang harga hubung id line titaniadbl,0
1134,dian ge yudisium sore dibarengin nondik jam yudisium teh,0
1135,pergi kampus titip bawain skl prodi,0
1136,ragu buletdatar ikut debat kusir v,0
1137,belah warung tegal bahri seberang,0
1138,yooo oke umumin grup kelas,0
1139,nulis kerudung kirain warna jins,0
1140,mbak kirim ya,0
1141,nama beaok bwrangkat pagimau cas atay tranfer,0
1142,nomor bri nama,0
